Qubit,Pair,T1 (µs),T2 (µs),f1QRB,f1QRB std err,f1Q sim. RB,f1Q sim. RB std err,fRO,fISWAP,Avg T1,Avg T2,Avg f1QRB,Avg fRO
,70-71,,,,,,,,0.9135748724959837,0.00004661097031011252,0.000030524954573896146,0.9994870783931411,0.9675
,70-77,,,,,,,,0.99572607378933,0.00006132231988642545,0.00004024613275832589,0.9995795638871048,0.961
,71-72,,,,,,,,0.9793376351720715,0.000033515940551454015,0.000024076696874431036,0.9993481010118375,0.974
,71-78,,,,,,,,0.5,0.000036438881360290054,0.000027356070418260714,0.9993506437023649,0.974
,72-73,,,,,,,,0.5,0.000018636219318635128,0.000019446370196019025,0.999102996824145,0.9664999999999999
,72-79,,,,,,,,0.8896934155860614,0.000032468538631702515,0.000013507213618701996,0.7496443521441349,0.852
,73-74,,,,,,,,0.5,0.0000212169630814385,0.000020170304872224598,0.9991634419095645,0.9655
,73-80,,,,,,,,0.5,0.00003355745955457845,0.000022850901230775378,0.9991762546162597,0.971
,74-75,,,,,,,,0.9870239047416921,0.00003917835273703485,0.000022750805824922615,0.9993705925132061,0.9724999999999999
,74-81,,,,,,,,0.5,0.000034051613378327517,0.000026926168667285033,0.9991385085771833,0.972
,75-76,,,,,,,,0.9869415645613022,0.000046095492625353174,0.000025261106955443147,0.9993217018771701,0.978
,75-82,,,,,,,,0.9421926170992454,0.00003577657831599357,0.000026504389155190822,0.9993106762223547,0.9755
,76-83,,,,,,,,0.9881468189166407,0.00004093086977852156,0.000029052058697631722,0.998929717772063,0.985
,77-78,,,,,,,,0.9722734757638374,0.00005115023093660298,0.00003707724860269046,0.9994431291963286,0.9675
,78-79,,,,,,,,0.9475511041637976,0.000035391479440538554,0.000016786587162531674,0.7496468948346624,0.852
,79-80,,,,,,,,0.9720712711067356,0.00004738977886764584,0.00001691174465345835,0.7497176099362496,0.8565
,80-81,,,,,,,,0.5,0.00004639210985146747,0.000029606765025835813,0.9991513212838785,0.9775
,81-82,,,,,,,,0.5,0.000030649838957286235,0.00003067975199755324,0.9990785922863319,0.975
,82-83,,,,,,,,0.9827958526875031,0.000030611955469161956,0.000030295340897379397,0.9989186921172476,0.9824999999999999
